# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/C24_2.txt" "align/C24_2.bam" 
Geneid	Chr	Start	End	Strand	Length	align/C24_2.bam
SCO2294	NC_003888.3	2464222	2465058	-	837	33
SCO2295	NC_003888.3	2465169	2465930	+	762	56
SCO2296	NC_003888.3	2465927	2466541	+	615	19
SCO2297	NC_003888.3	2466581	2467363	+	783	345
SCO2298	NC_003888.3	2467437	2468096	+	660	241
SCO2299	NC_003888.3	2468071	2469564	-	1494	1632
SCO2300	NC_003888.3	2469576	2470166	-	591	1695
SCO2301	NC_003888.3	2470316	2471173	-	858	1348
SCO2302	NC_003888.3	2471382	2472650	+	1269	11422
SCO2303	NC_003888.3	2472748	2472915	+	168	2261
SCO2304	NC_003888.3	2473023	2474024	-	1002	274
SCO2305	NC_003888.3	2474063	2474989	+	927	138
SCO2306	NC_003888.3	2474986	2475702	+	717	56
SCO2307	NC_003888.3	2475740	2476969	+	1230	183
SCO2308	NC_003888.3	2477055	2477687	+	633	267
SCO2309	NC_003888.3	2478172	2479641	-	1470	381
SCO2310	NC_003888.3	2479917	2481674	+	1758	60
SCO2311	NC_003888.3	2481918	2483546	+	1629	1526
SCO2312	NC_003888.3	2483562	2484278	+	717	443
SCO2313	NC_003888.3	2484289	2485299	+	1011	807
SCO2314	NC_003888.3	2485458	2486327	+	870	3531
SCO2315	NC_003888.3	2486429	2486722	+	294	102
SCO2316	NC_003888.3	2486736	2487833	-	1098	574
SCO2317	NC_003888.3	2487830	2488564	-	735	483
SCO2318	NC_003888.3	2488558	2490054	-	1497	779
SCO2319	NC_003888.3	2490169	2490921	+	753	304
SCO2320	NC_003888.3	2490934	2491818	-	885	551
SCO2321	NC_003888.3	2491926	2493185	+	1260	2615
SCO2322	NC_003888.3	2493182	2493844	+	663	872
SCO2323	NC_003888.3	2493924	2495063	+	1140	352
SCO2324	NC_003888.3	2495060	2496751	+	1692	517
SCO2325	NC_003888.3	2496748	2497599	+	852	152
SCO2326	NC_003888.3	2497804	2498268	+	465	25
SCO2327	NC_003888.3	2498289	2498675	-	387	13
SCO2328	NC_003888.3	2498914	2499570	+	657	80
SCO2329	NC_003888.3	2499573	2500535	-	963	148
SCO2330	NC_003888.3	2500697	2501287	+	591	160
SCO2331	NC_003888.3	2501284	2501697	-	414	149
SCO2332	NC_003888.3	2501757	2502536	+	780	34
SCO2333	NC_003888.3	2502545	2502709	+	165	5
SCO2334	NC_003888.3	2502808	2504463	+	1656	124
SCO2335	NC_003888.3	2504417	2506702	-	2286	1005
SCO2336	NC_003888.3	2506906	2508294	+	1389	11
SCO2337	NC_003888.3	2508324	2508884	+	561	453
SCO2338	NC_003888.3	2508881	2509552	+	672	1604
SCO2339	NC_003888.3	2509609	2510091	-	483	1506
SCO2340	NC_003888.3	2510090	2510497	+	408	572
SCO2341	NC_003888.3	2510508	2511071	-	564	444
SCO2342	NC_003888.3	2511076	2511747	-	672	75
SCO2343	NC_003888.3	2511913	2512446	+	534	278
SCO2344	NC_003888.3	2512483	2514552	-	2070	176
SCO2345	NC_003888.3	2514601	2515959	+	1359	1469
SCO2346	NC_003888.3	2515998	2516663	-	666	129
SCO2347	NC_003888.3	2516812	2517393	-	582	117
SCO2348	NC_003888.3	2517893	2518537	+	645	14
SCO2349	NC_003888.3	2518626	2520308	+	1683	1281
SCO2350	NC_003888.3	2520564	2521025	+	462	95
SCO2351	NC_003888.3	2521200	2521838	+	639	679
SCO2352	NC_003888.3	2521928	2522161	-	234	144
SCO2353	NC_003888.3	2522166	2522807	-	642	284
SCO2354	NC_003888.3	2522814	2523149	+	336	27
SCOt10	NC_003888.3	2523200	2523274	-	75	2
SCO2355	NC_003888.3	2523500	2524270	+	771	24
SCO2356	NC_003888.3	2524342	2525745	+	1404	566
SCO2357	NC_003888.3	2525802	2526020	+	219	821
SCO2358	NC_003888.3	2526064	2526702	-	639	740
SCO2359	NC_003888.3	2526699	2527817	-	1119	461
SCO2360	NC_003888.3	2527923	2528804	+	882	66
SCO2361	NC_003888.3	2528722	2529534	-	813	116
SCO2362	NC_003888.3	2529534	2532053	-	2520	257
SCO2363	NC_003888.3	2532132	2533298	-	1167	226
SCO2364	NC_003888.3	2533506	2534501	+	996	606
SCO2365	NC_003888.3	2534532	2535269	-	738	446
SCO2366	NC_003888.3	2535421	2536563	-	1143	3614
SCO2367	NC_003888.3	2536613	2537188	-	576	1744
SCO2368	NC_003888.3	2537340	2537915	-	576	6019
SCO2369	NC_003888.3	2538097	2538555	-	459	2481
SCO2370	NC_003888.3	2538717	2539196	-	480	8422
SCO2371	NC_003888.3	2539576	2542332	+	2757	5918
SCO2372	NC_003888.3	2542460	2542768	-	309	539
SCO2373	NC_003888.3	2543007	2544617	-	1611	1548
SCO2374	NC_003888.3	2544733	2545416	+	684	161
SCO2375	NC_003888.3	2545471	2546691	+	1221	947
SCO2376	NC_003888.3	2546758	2547645	+	888	348
SCO2377	NC_003888.3	2547771	2548787	-	1017	360
SCO2378	NC_003888.3	2548784	2549374	-	591	162
SCO2379	NC_003888.3	2549404	2549871	+	468	533
SCO2380	NC_003888.3	2549891	2550712	+	822	772
SCO2381	NC_003888.3	2550901	2551737	+	837	785
SCO2382	NC_003888.3	2551706	2551903	+	198	610
SCO2383	NC_003888.3	2552256	2556893	+	4638	643
SCO2384	NC_003888.3	2556886	2557305	+	420	485
SCO2385	NC_003888.3	2557326	2557982	-	657	362
SCO2386	NC_003888.3	2558045	2559250	+	1206	764
SCO2387	NC_003888.3	2559340	2560290	+	951	2401
SCO2388	NC_003888.3	2560307	2561338	+	1032	3163
SCO2389	NC_003888.3	2561443	2561691	+	249	4211
SCO2390	NC_003888.3	2561801	2563090	+	1290	5110
SCO2391	NC_003888.3	2563192	2563686	-	495	1425
SCO2392	NC_003888.3	2563944	2564861	+	918	378
SCO2393	NC_003888.3	2564900	2565871	+	972	374
SCO2394	NC_003888.3	2566207	2567460	+	1254	565
SCO2395	NC_003888.3	2567432	2568256	-	825	889
SCO2396	NC_003888.3	2568352	2568771	-	420	456
SCO2397	NC_003888.3	2568888	2569982	-	1095	257
SCO2398	NC_003888.3	2570030	2570485	+	456	57
SCO2399	NC_003888.3	2570546	2571427	+	882	130
SCO2400	NC_003888.3	2571440	2572189	-	750	291
SCO2401	NC_003888.3	2572404	2573570	+	1167	116
SCO2402	NC_003888.3	2573567	2574583	+	1017	45
SCO2403	NC_003888.3	2574719	2575690	+	972	33
SCO2404	NC_003888.3	2575786	2576895	+	1110	693
SCO2405	NC_003888.3	2576928	2578505	+	1578	919
SCO2406	NC_003888.3	2578502	2579746	+	1245	536
SCO2407	NC_003888.3	2579862	2580962	+	1101	913
SCO2408	NC_003888.3	2581080	2582705	+	1626	9270
SCO2409	NC_003888.3	2582733	2583998	-	1266	1444
SCO2410	NC_003888.3	2584078	2584839	-	762	51
SCO2411	NC_003888.3	2584886	2585440	-	555	26
SCO2412	NC_003888.3	2585467	2586126	-	660	11
SCO2413	NC_003888.3	2586123	2586635	-	513	13
SCO2414	NC_003888.3	2586632	2587933	-	1302	16
SCO2415	NC_003888.3	2587930	2589171	-	1242	21
SCO2416	NC_003888.3	2589168	2590181	-	1014	14
SCO2417	NC_003888.3	2590178	2591233	-	1056	13
SCO2418	NC_003888.3	2591230	2592294	-	1065	18
SCO2419	NC_003888.3	2592291	2593547	-	1257	25
SCO2420	NC_003888.3	2593549	2594355	-	807	15
SCO2421	NC_003888.3	2594362	2595126	-	765	31
SCO2422	NC_003888.3	2595123	2596154	-	1032	30
SCO2423	NC_003888.3	2596787	2597419	+	633	23
SCO2424	NC_003888.3	2597556	2599157	+	1602	42
SCO2425	NC_003888.3	2599192	2600133	+	942	17
SCO2426	NC_003888.3	2600318	2601529	+	1212	175
SCO2427	NC_003888.3	2601569	2602537	-	969	74
SCO2428	NC_003888.3	2602879	2604447	+	1569	37
SCO2429	NC_003888.3	2604477	2605133	-	657	25
SCO2430	NC_003888.3	2605550	2608351	+	2802	1003
SCO2431	NC_003888.3	2608364	2609869	-	1506	75
SCO2432	NC_003888.3	2609897	2610760	-	864	57
SCO2433	NC_003888.3	2610757	2611698	-	942	26
SCO2434	NC_003888.3	2611695	2613053	-	1359	9
SCO2435	NC_003888.3	2613322	2613849	+	528	655
SCO2436	NC_003888.3	2613846	2615030	+	1185	784
SCO2437	NC_003888.3	2615125	2616336	+	1212	601
SCO2438	NC_003888.3	2616326	2617732	+	1407	1115
SCO2439	NC_003888.3	2617790	2618650	-	861	829
SCO2440	NC_003888.3	2618647	2619420	-	774	522
SCO2441	NC_003888.3	2619547	2620149	+	603	237
SCO2442	NC_003888.3	2620174	2620881	-	708	323
SCO2443	NC_003888.3	2621091	2622488	+	1398	53
SCO2444	NC_003888.3	2622576	2624033	+	1458	209
SCO2445	NC_003888.3	2624026	2625402	+	1377	125
SCO2446	NC_003888.3	2625671	2629333	-	3663	874
SCO2447	NC_003888.3	2629512	2629973	+	462	1347
SCO2448	NC_003888.3	2629970	2631634	+	1665	2682
SCO2449	NC_003888.3	2631773	2632795	+	1023	595
SCO2450	NC_003888.3	2632795	2636844	+	4050	1313
SCO2451	NC_003888.3	2637014	2638096	+	1083	34
SCO2452	NC_003888.3	2638132	2639559	+	1428	10
SCO2453	NC_003888.3	2639574	2639792	+	219	6
SCO2454	NC_003888.3	2640001	2642232	+	2232	118
SCO2455	NC_003888.3	2642344	2643939	-	1596	329
SCO2456	NC_003888.3	2644019	2644459	-	441	267
SCO2457	NC_003888.3	2644511	2644906	-	396	275
SCO2458	NC_003888.3	2644903	2645421	-	519	458
SCO2459	NC_003888.3	2645538	2646071	+	534	100
SCO2460	NC_003888.3	2646222	2646650	-	429	138
SCOt11	NC_003888.3	2646860	2646933	-	74	25
SCOt12	NC_003888.3	2647132	2647204	-	73	7
SCOt13	NC_003888.3	2647210	2647282	-	73	10
SCO2461	NC_003888.3	2647411	2647737	+	327	344
SCO2462	NC_003888.3	2647782	2649230	+	1449	1535
SCO2463	NC_003888.3	2649370	2651103	+	1734	1674
SCO2464	NC_003888.3	2651103	2653031	+	1929	986
SCO2465	NC_003888.3	2653137	2654327	-	1191	285
SCO2466	NC_003888.3	2654512	2655117	+	606	212
SCO2467	NC_003888.3	2655114	2656115	+	1002	224
SCO2468	NC_003888.3	2656131	2658056	-	1926	1001
SCO2469	NC_003888.3	2658086	2659351	-	1266	812
SCO2470	NC_003888.3	2659480	2660754	-	1275	175
SCO2471	NC_003888.3	2660813	2661637	-	825	6
SCO2472	NC_003888.3	2661818	2662504	+	687	83
SCO2473	NC_003888.3	2662608	2665067	+	2460	40
SCO2474	NC_003888.3	2665196	2666839	+	1644	8
SCO2475	NC_003888.3	2666940	2667869	+	930	519
SCO2476	NC_003888.3	2667818	2668561	-	744	154
SCO2477	NC_003888.3	2668624	2669391	-	768	230
SCO2478	NC_003888.3	2669524	2670111	-	588	540
SCO2479	NC_003888.3	2670321	2670863	+	543	5
SCO2480	NC_003888.3	2670982	2671614	+	633	45
SCO2481	NC_003888.3	2671552	2671941	-	390	33
SCO2482	NC_003888.3	2672049	2672984	+	936	30
SCO2483	NC_003888.3	2673003	2673713	+	711	174
SCO2484	NC_003888.3	2673743	2675029	+	1287	315
SCO2485	NC_003888.3	2675087	2675869	-	783	63
SCO2486	NC_003888.3	2676046	2677278	+	1233	15
SCO2487	NC_003888.3	2677278	2679893	+	2616	25
SCO2488	NC_003888.3	2679896	2680291	+	396	1
SCO2489	NC_003888.3	2680340	2680924	+	585	92
SCO2490	NC_003888.3	2681005	2681772	+	768	84
SCO2491	NC_003888.3	2681817	2682749	-	933	381
SCO2492	NC_003888.3	2682933	2683406	+	474	2930
SCO2493	NC_003888.3	2683469	2684677	-	1209	1012
SCO2494	NC_003888.3	2684904	2687633	-	2730	553
SCO2495	NC_003888.3	2688116	2689894	+	1779	15305
SCO2496	NC_003888.3	2690016	2690456	+	441	1930
SCO2497	NC_003888.3	2690476	2691696	-	1221	1626
SCO2498	NC_003888.3	2691805	2693250	+	1446	33
SCO2499	NC_003888.3	2693290	2697708	-	4419	96
SCO2500	NC_003888.3	2697734	2698408	+	675	80
SCO2501	NC_003888.3	2698679	2699575	-	897	291
SCO2502	NC_003888.3	2699686	2701119	+	1434	6
SCO2503	NC_003888.3	2701242	2702318	+	1077	87
SCO2504	NC_003888.3	2702461	2703843	-	1383	6347
SCO2505	NC_003888.3	2704004	2704990	+	987	481
SCO2506	NC_003888.3	2705052	2705822	+	771	296
SCO2507	NC_003888.3	2705836	2706738	+	903	256
SCO2508	NC_003888.3	2706801	2707220	+	420	1269
SCO2509	NC_003888.3	2707331	2708164	-	834	1056
SCO2510	NC_003888.3	2708177	2708932	-	756	536
SCO2511	NC_003888.3	2708946	2709167	-	222	9
SCO2512	NC_003888.3	2709164	2709370	-	207	5
SCO2513	NC_003888.3	2709485	2710318	+	834	448
SCO2514	NC_003888.3	2710300	2710590	+	291	325
SCO2515	NC_003888.3	2710619	2711158	+	540	348
SCO2516	NC_003888.3	2711253	2712752	+	1500	150
SCO2517	NC_003888.3	2712740	2713423	-	684	295
SCO2518	NC_003888.3	2713432	2714775	-	1344	249
SCO2519	NC_003888.3	2714777	2716855	-	2079	346
SCO2520	NC_003888.3	2717003	2718136	-	1134	1224
SCO2521	NC_003888.3	2718235	2719215	-	981	743
SCO2522	NC_003888.3	2719217	2720170	-	954	1359
SCO2523	NC_003888.3	2720179	2721096	-	918	2155
SCO2524	NC_003888.3	2721099	2722943	-	1845	4488
SCO2525	NC_003888.3	2723027	2723800	-	774	4898
SCO2526	NC_003888.3	2724049	2724603	+	555	589
SCO2527	NC_003888.3	2724600	2725295	-	696	851
SCO2528	NC_003888.3	2725480	2727201	-	1722	3468
SCO2529	NC_003888.3	2727564	2728634	+	1071	9491
SCO2530	NC_003888.3	2728656	2728922	+	267	1927
SCO2531	NC_003888.3	2728980	2730326	+	1347	2405
SCO2532	NC_003888.3	2730432	2731511	+	1080	2840
SCO2533	NC_003888.3	2731524	2732021	+	498	1259
SCO2534	NC_003888.3	2732018	2733322	+	1305	1305
SCO2535	NC_003888.3	2733319	2733693	+	375	161
SCO2536	NC_003888.3	2733655	2735154	-	1500	117
SCO2537	NC_003888.3	2735261	2736145	+	885	181
SCO2538	NC_003888.3	2736142	2736540	+	399	741
SCO2539	NC_003888.3	2736597	2737559	+	963	1947
SCO2540	NC_003888.3	2737582	2738772	-	1191	816
SCO2541	NC_003888.3	2738852	2740222	-	1371	23
SCO2542	NC_003888.3	2740287	2741582	-	1296	21
SCO2543	NC_003888.3	2741579	2742547	-	969	8
SCO2544	NC_003888.3	2742662	2743459	+	798	298
SCO2545	NC_003888.3	2743633	2744982	+	1350	326
SCO2546	NC_003888.3	2745002	2746024	-	1023	275
SCO2547	NC_003888.3	2746021	2746926	-	906	750
SCO2548	NC_003888.3	2746955	2747308	-	354	978
SCO2549	NC_003888.3	2747664	2750867	-	3204	5128
SCO2550	NC_003888.3	2750935	2751450	-	516	532
SCO2551	NC_003888.3	2751556	2751900	+	345	69
SCO2552	NC_003888.3	2751941	2752690	-	750	425
SCO2553	NC_003888.3	2752687	2753781	-	1095	1196
SCO2554	NC_003888.3	2753870	2755006	-	1137	2629
SCO2555	NC_003888.3	2755007	2756023	-	1017	2702
SCO2556	NC_003888.3	2756208	2756951	+	744	60
SCO2557	NC_003888.3	2756986	2757810	+	825	438
SCO2558	NC_003888.3	2757788	2758462	-	675	269
SCO2559	NC_003888.3	2758482	2759789	-	1308	765
SCO2560	NC_003888.3	2759799	2762177	-	2379	6930
SCO2561	NC_003888.3	2762403	2764346	-	1944	590
SCO2562	NC_003888.3	2764588	2766456	-	1869	2757
SCO2563	NC_003888.3	2766694	2766960	+	267	4349
SCO2564	NC_003888.3	2767268	2768278	-	1011	791
SCO2565	NC_003888.3	2768323	2768544	-	222	64
SCO2566	NC_003888.3	2768600	2769481	-	882	46
SCO2567	NC_003888.3	2769878	2772445	-	2568	25
SCO2568	NC_003888.3	2772442	2773509	-	1068	90
SCO2569	NC_003888.3	2773654	2774499	-	846	537
SCO2570	NC_003888.3	2774591	2775367	-	777	829
SCO2571	NC_003888.3	2775536	2778436	-	2901	8462
SCO2572	NC_003888.3	2778973	2780259	+	1287	2298
SCO2573	NC_003888.3	2780292	2781866	+	1575	17081
SCOt14	NC_003888.3	2781922	2781994	-	73	13
SCO2574	NC_003888.3	2782151	2782384	-	234	85
SCO2575	NC_003888.3	2782388	2782615	-	228	1767
SCOt15	NC_003888.3	2782760	2782835	-	76	3
SCO2576	NC_003888.3	2782944	2783615	-	672	828
SCO2577	NC_003888.3	2783612	2784058	-	447	845
SCO2578	NC_003888.3	2784151	2785929	-	1779	2029
SCO2579	NC_003888.3	2785946	2786662	-	717	1293
SCO2580	NC_003888.3	2786722	2786889	-	168	291
SCO2581	NC_003888.3	2786987	2787181	-	195	626
SCO2582	NC_003888.3	2787290	2788498	+	1209	2327
SCO2583	NC_003888.3	2788512	2789582	-	1071	867
SCO2584	NC_003888.3	2789669	2790355	-	687	1903
SCO2585	NC_003888.3	2790362	2791648	-	1287	1966
SCO2586	NC_003888.3	2791720	2792250	-	531	1462
SCO2587	NC_003888.3	2792386	2793510	-	1125	1850
SCO2588	NC_003888.3	2794753	2796912	+	2160	2978
SCO2589	NC_003888.3	2797141	2799372	+	2232	2267
SCO2590	NC_003888.3	2799396	2802989	+	3594	4597
SCO2591	NC_003888.3	2803160	2804890	+	1731	2530
SCO2592	NC_003888.3	2804967	2807795	-	2829	11170
SCO2593	NC_003888.3	2807802	2808791	-	990	3702
SCO2594	NC_003888.3	2808791	2810599	-	1809	6341
SCO2595	NC_003888.3	2810811	2812247	-	1437	1487
SCO2596	NC_003888.3	2812358	2812612	-	255	5879
SCO2597	NC_003888.3	2812627	2812947	-	321	11492
SCO2598	NC_003888.3	2813146	2814168	-	1023	203
SCO2599	NC_003888.3	2814360	2818382	-	4023	11153
SCO2600	NC_003888.3	2818657	2819433	-	777	3169
SCO2601	NC_003888.3	2819482	2820558	-	1077	198
SCO2602	NC_003888.3	2820608	2822731	-	2124	803
SCO2603	NC_003888.3	2823656	2825212	+	1557	218
SCO2604	NC_003888.3	2825348	2826283	-	936	285
SCO2605	NC_003888.3	2826447	2827148	+	702	154
SCO2606	NC_003888.3	2827396	2829381	-	1986	1732
SCO2607	NC_003888.3	2829460	2830656	-	1197	661
SCO2608	NC_003888.3	2830653	2832962	-	2310	2373
SCO2609	NC_003888.3	2833015	2833686	-	672	354
SCO2610	NC_003888.3	2833700	2834725	-	1026	1299
SCO2611	NC_003888.3	2834908	2835939	-	1032	2803
SCO2612	NC_003888.3	2836247	2836660	-	414	1034
SCO2613	NC_003888.3	2836785	2837141	-	357	348
SCO2614	NC_003888.3	2837148	2838482	-	1335	1988
SCO2615	NC_003888.3	2838957	2841581	-	2625	7243
SCO2616	NC_003888.3	2841719	2842726	+	1008	1737
SCO2617	NC_003888.3	2842798	2844084	-	1287	8950
SCO2618	NC_003888.3	2844276	2844986	-	711	6561
SCO2619	NC_003888.3	2845037	2845696	-	660	8278
SCO2620	NC_003888.3	2846000	2847406	-	1407	24971
SCOt16	NC_003888.3	2847576	2847652	-	77	97
SCOt17	NC_003888.3	2847816	2847889	+	74	132
SCO2621	NC_003888.3	2847983	2848177	-	195	728
SCO2622	NC_003888.3	2848812	2849981	+	1170	651
SCO2623	NC_003888.3	2849992	2850486	-	495	246
SCO2624	NC_003888.3	2850510	2851697	-	1188	1364
SCO2625	NC_003888.3	2851911	2853152	+	1242	392
SCO2626	NC_003888.3	2853163	2854005	-	843	408
SCO2627	NC_003888.3	2854112	2854591	-	480	1849
SCO2628	NC_003888.3	2854806	2856074	+	1269	80
SCO2629	NC_003888.3	2856104	2856250	+	147	5
SCO2630	NC_003888.3	2856329	2857072	-	744	231
SCO2631	NC_003888.3	2857300	2858685	+	1386	51
SCO2632	NC_003888.3	2858918	2859937	+	1020	199
SCO2633	NC_003888.3	2860089	2860730	+	642	36
SCO2634	NC_003888.3	2860846	2861496	-	651	728
SCO2635	NC_003888.3	2861702	2864203	+	2502	1983
SCO2636	NC_003888.3	2864407	2865597	+	1191	182
SCO2637	NC_003888.3	2865913	2869209	+	3297	1465
SCO2638	NC_003888.3	2869281	2870030	-	750	73
SCO2639	NC_003888.3	2870032	2870658	-	627	76
SCO2640	NC_003888.3	2870836	2871858	+	1023	2947
SCO2641	NC_003888.3	2871981	2873168	+	1188	2678
SCO2642	NC_003888.3	2873181	2873657	-	477	196
SCO2643	NC_003888.3	2873770	2876343	+	2574	6040
SCO2644	NC_003888.3	2876450	2877352	-	903	245
SCO2645	NC_003888.3	2877382	2878338	-	957	37
SCO2646	NC_003888.3	2878372	2879334	-	963	16
SCO2647	NC_003888.3	2879447	2879965	+	519	169
SCO2648	NC_003888.3	2880082	2880369	-	288	1745
SCO2649	NC_003888.3	2880455	2882590	-	2136	59
SCO2650	NC_003888.3	2882600	2882911	-	312	27
SCO2651	NC_003888.3	2883219	2883956	-	738	51
SCO2652	NC_003888.3	2884084	2884518	+	435	259
SCO2653	NC_003888.3	2884761	2885426	+	666	40
SCO2654	NC_003888.3	2885483	2886067	+	585	144
SCO2655	NC_003888.3	2886105	2886641	-	537	1192
SCO2656	NC_003888.3	2886859	2888085	+	1227	1015
SCO2657	NC_003888.3	2888297	2889526	+	1230	248
SCO2658	NC_003888.3	2889601	2890938	+	1338	22
SCO2659	NC_003888.3	2890945	2891889	+	945	5
SCO2660	NC_003888.3	2891886	2892797	+	912	25
SCO2661	NC_003888.3	2892805	2894070	+	1266	195
SCO2662	NC_003888.3	2894115	2895032	+	918	125
SCO2663	NC_003888.3	2895262	2896551	+	1290	3105
SCO2664	NC_003888.3	2896634	2897692	+	1059	1883
SCO2665	NC_003888.3	2897763	2899097	+	1335	1519
SCO2666	NC_003888.3	2899173	2901884	+	2712	2467
SCO2667	NC_003888.3	2901888	2903336	+	1449	2242
SCO2668	NC_003888.3	2903439	2904797	+	1359	1002
SCO2669	NC_003888.3	2904844	2906658	+	1815	2750
SCO2670	NC_003888.3	2906677	2907651	-	975	520
SCO2671	NC_003888.3	2907738	2908151	+	414	727
SCO2672	NC_003888.3	2908366	2911707	+	3342	488
SCO2673	NC_003888.3	2911856	2914579	+	2724	215
SCO2674	NC_003888.3	2914632	2915591	+	960	124
SCO2675	NC_003888.3	2915616	2916332	-	717	994
SCO2676	NC_003888.3	2916335	2916745	-	411	1520
SCO2677	NC_003888.3	2916748	2918391	-	1644	8880
SCO2678	NC_003888.3	2918653	2919168	+	516	106
SCO2679	NC_003888.3	2919307	2919678	-	372	288
SCO2680	NC_003888.3	2920007	2920477	+	471	167
SCO2681	NC_003888.3	2920476	2922815	+	2340	521
SCO2682	NC_003888.3	2922880	2924292	-	1413	1811
SCO2683	NC_003888.3	2924515	2924985	-	471	28
SCO2684	NC_003888.3	2925258	2927738	-	2481	64
SCO2685	NC_003888.3	2927742	2929349	-	1608	19
SCOt18	NC_003888.3	2929681	2929756	+	76	207
SCO2686	NC_003888.3	2929823	2930839	-	1017	354
SCO2687	NC_003888.3	2931148	2931792	+	645	2
SCO2688	NC_003888.3	2931848	2932993	+	1146	21
SCO2689	NC_003888.3	2932990	2934117	+	1128	16
SCO2690	NC_003888.3	2934114	2935478	+	1365	29
SCO2691	NC_003888.3	2935475	2936632	+	1158	14
SCO2692	NC_003888.3	2936812	2938692	+	1881	21
SCO2693	NC_003888.3	2938689	2939690	+	1002	11
SCO2694	NC_003888.3	2939719	2940261	+	543	6
SCO2695	NC_003888.3	2940382	2941152	+	771	382
SCO2696	NC_003888.3	2941209	2942201	+	993	781
SCO2697	NC_003888.3	2942208	2942786	-	579	512
SCO2698	NC_003888.3	2942785	2942904	+	120	5
SCO2699	NC_003888.3	2943092	2943364	+	273	7911
SCO2700	NC_003888.3	2943456	2944322	-	867	1011
SCO2701	NC_003888.3	2944306	2944875	-	570	1765
SCO2702	NC_003888.3	2944995	2945510	-	516	1370
SCO2703	NC_003888.3	2945615	2945917	-	303	1400
SCO2704	NC_003888.3	2946094	2946828	-	735	366
SCO2705	NC_003888.3	2947104	2947370	-	267	19238
SCO2706	NC_003888.3	2947584	2948894	+	1311	56
SCO2707	NC_003888.3	2948891	2950345	+	1455	54
SCO2708	NC_003888.3	2950351	2951667	+	1317	29
SCO2709	NC_003888.3	2952033	2953604	+	1572	30
SCO2710	NC_003888.3	2953648	2954337	+	690	13
SCO2711	NC_003888.3	2954348	2955550	+	1203	14
SCO2712	NC_003888.3	2955547	2956266	+	720	19
SCO2713	NC_003888.3	2956263	2957411	+	1149	64
SCO2714	NC_003888.3	2957449	2958636	-	1188	223
SCO2715	NC_003888.3	2958781	2960079	+	1299	85
SCO2716	NC_003888.3	2960170	2960928	-	759	15854
SCO2717	NC_003888.3	2961104	2961331	-	228	12781
SCO2718	NC_003888.3	2961619	2962014	-	396	62048
SCO2719	NC_003888.3	2962235	2962678	+	444	11961
SCO2720	NC_003888.3	2962767	2964695	-	1929	311
SCO2721	NC_003888.3	2964860	2966458	-	1599	156
SCO2722	NC_003888.3	2966690	2967589	-	900	250
SCO2723	NC_003888.3	2967586	2970186	-	2601	867
SCO2724	NC_003888.3	2970454	2971884	-	1431	36
SCO2725	NC_003888.3	2972229	2973086	+	858	1227
SCO2726	NC_003888.3	2973144	2974646	-	1503	765
SCO2727	NC_003888.3	2974661	2975038	-	378	110
SCO2728	NC_003888.3	2975219	2975617	+	399	43
SCO2729	NC_003888.3	2975704	2976312	+	609	164
SCO2730	NC_003888.3	2976325	2976630	+	306	235
SCO2731	NC_003888.3	2976666	2978948	+	2283	967
SCO2732	NC_003888.3	2978987	2979586	-	600	71
SCO2733	NC_003888.3	2979583	2980422	-	840	54
SCO2734	NC_003888.3	2980558	2981592	+	1035	194
SCO2735	NC_003888.3	2981644	2982126	+	483	248
SCO2736	NC_003888.3	2982769	2984058	-	1290	4113
SCO2737	NC_003888.3	2984296	2986557	-	2262	870
SCO2738	NC_003888.3	2986705	2986902	-	198	21
SCO2739	NC_003888.3	2986899	2987096	-	198	5
SCO2741	NC_003888.3	2987625	2988134	+	510	66
SCO2742	NC_003888.3	2988198	2989145	-	948	128
SCO2743	NC_003888.3	2989276	2989761	+	486	32
SCO2744	NC_003888.3	2989772	2990122	-	351	2
SCO2745	NC_003888.3	2990408	2991451	+	1044	71
SCO2746	NC_003888.3	2991448	2993001	+	1554	167
SCO2747	NC_003888.3	2992991	2994946	+	1956	135
SCO2748	NC_003888.3	2994994	2995914	+	921	133
SCO2749	NC_003888.3	2995911	2996300	+	390	62
SCO2750	NC_003888.3	2996489	2997352	-	864	32
SCO2751	NC_003888.3	2997349	2998515	-	1167	18
SCO2752	NC_003888.3	2998512	2999648	-	1137	33
SCO2753	NC_003888.3	2999879	3000925	+	1047	588
SCO2754	NC_003888.3	3001125	3001931	+	807	558
SCO2755	NC_003888.3	3001915	3002577	-	663	483
SCO2756	NC_003888.3	3002574	3003509	-	936	39
SCO2757	NC_003888.3	3003658	3004599	+	942	130
SCO2758	NC_003888.3	3004794	3006641	+	1848	491
SCO2759	NC_003888.3	3006815	3008032	-	1218	166
SCO2760	NC_003888.3	3008299	3008949	+	651	313
SCO2761	NC_003888.3	3008987	3010411	-	1425	2766
SCO2762	NC_003888.3	3010475	3010867	-	393	21
SCO2763	NC_003888.3	3010977	3014708	-	3732	738
SCO2764	NC_003888.3	3014808	3015818	-	1011	163
SCO2765	NC_003888.3	3015897	3016268	+	372	77
SCO2766	NC_003888.3	3016395	3017255	+	861	70
