# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/C45_1.txt" "align/C45_1.bam" 
Geneid	Chr	Start	End	Strand	Length	align/C45_1.bam
SCO1903	NC_003888.3	2037030	2038229	+	1200	1309
SCO1904	NC_003888.3	2038269	2038877	-	609	629
SCO1905	NC_003888.3	2038879	2040480	-	1602	2035
SCO1906	NC_003888.3	2040979	2042451	-	1473	401
SCO1907	NC_003888.3	2042736	2044163	-	1428	1819
SCO1908	NC_003888.3	2044380	2046221	+	1842	667
SCO1909	NC_003888.3	2046252	2046959	-	708	146
SCO1910	NC_003888.3	2047117	2047614	-	498	929
SCO1911	NC_003888.3	2047611	2048108	-	498	1047
SCO1912	NC_003888.3	2048176	2049129	+	954	300
SCO1913	NC_003888.3	2049114	2049380	-	267	227
SCO1914	NC_003888.3	2049519	2049689	+	171	26
SCO1915	NC_003888.3	2049745	2050473	+	729	287
SCO1916	NC_003888.3	2050524	2051513	-	990	1542
SCO1917	NC_003888.3	2051523	2052116	-	594	37
SCO1918	NC_003888.3	2052116	2052436	-	321	26
SCO1919	NC_003888.3	2052555	2052887	-	333	993
SCO1920	NC_003888.3	2052884	2053354	-	471	1454
SCO1921	NC_003888.3	2053372	2054628	-	1257	3288
SCO1922	NC_003888.3	2054625	2055389	-	765	2923
SCO1923	NC_003888.3	2055397	2055714	-	318	747
SCO1924	NC_003888.3	2055711	2056895	-	1185	2868
SCO1925	NC_003888.3	2056956	2058377	-	1422	5655
SCO1926	NC_003888.3	2058374	2059132	-	759	2094
SCO1927	NC_003888.3	2059304	2060092	+	789	131
SCO1928	NC_003888.3	2060169	2061092	+	924	475
SCO1929	NC_003888.3	2061089	2061898	+	810	254
SCO1930	NC_003888.3	2061905	2062975	+	1071	637
SCO1931	NC_003888.3	2062930	2063709	-	780	233
SCO1932	NC_003888.3	2063713	2064819	-	1107	224
SCO1933	NC_003888.3	2064934	2065368	-	435	183
SCO1934	NC_003888.3	2065389	2066411	-	1023	964
SCO1935	NC_003888.3	2066713	2068800	+	2088	10040
SCO1936	NC_003888.3	2068835	2069953	+	1119	5605
SCO1937	NC_003888.3	2069957	2071480	+	1524	3832
SCO1938	NC_003888.3	2071477	2072532	+	1056	1932
SCO1939	NC_003888.3	2072529	2073314	+	786	1464
SCO1940	NC_003888.3	2073377	2074144	-	768	286
SCO1941	NC_003888.3	2074235	2075203	-	969	382
SCO1942	NC_003888.3	2075313	2076968	-	1656	1021
SCO1943	NC_003888.3	2077084	2077419	-	336	1404
SCO1944	NC_003888.3	2077633	2077941	-	309	579
SCO1945	NC_003888.3	2078015	2078791	-	777	2975
SCO1946	NC_003888.3	2078797	2080008	-	1212	3389
SCO1947	NC_003888.3	2080143	2081153	-	1011	11479
SCO1948	NC_003888.3	2081381	2084380	-	3000	1766
SCO1949	NC_003888.3	2084468	2084563	-	96	4
SCO1950	NC_003888.3	2084575	2085561	-	987	3484
SCO1951	NC_003888.3	2085558	2086649	-	1092	1201
SCO1952	NC_003888.3	2086657	2087673	-	1017	783
SCO1953	NC_003888.3	2087670	2089856	-	2187	1234
SCO1954	NC_003888.3	2090209	2091159	+	951	215
SCO1955	NC_003888.3	2091177	2091602	-	426	83
SCO1956	NC_003888.3	2091825	2092931	+	1107	777
SCO1957	NC_003888.3	2092928	2093836	+	909	593
SCO1958	NC_003888.3	2094274	2097318	-	3045	2223
SCO1959	NC_003888.3	2097542	2098228	+	687	513
SCO1960	NC_003888.3	2098289	2098945	+	657	867
SCO1961	NC_003888.3	2099149	2099622	-	474	337
SCO1962	NC_003888.3	2099713	2100813	-	1101	434
SCO1963	NC_003888.3	2100946	2101947	-	1002	162
SCO1964	NC_003888.3	2102200	2104215	-	2016	994
SCO1965	NC_003888.3	2104340	2104918	-	579	1096
SCO1966	NC_003888.3	2105061	2107199	-	2139	1274
SCO1967	NC_003888.3	2107239	2108117	-	879	621
SCO1968	NC_003888.3	2108409	2109278	+	870	3203
SCO1969	NC_003888.3	2109316	2109870	+	555	786
SCO1970	NC_003888.3	2109895	2110338	-	444	306
SCO1971	NC_003888.3	2110465	2111370	+	906	252
SCO1972	NC_003888.3	2111367	2112302	+	936	405
SCO1973	NC_003888.3	2112316	2113110	-	795	686
SCO1975	NC_003888.3	2114500	2115132	-	633	294
SCO1976	NC_003888.3	2115347	2115826	+	480	90
SCO1977	NC_003888.3	2115989	2117479	+	1491	414
SCO1978	NC_003888.3	2117630	2117905	-	276	49
SCO1979	NC_003888.3	2117906	2118766	-	861	264
SCO1980	NC_003888.3	2119050	2119763	+	714	827
SCO1981	NC_003888.3	2119760	2120194	+	435	476
SCO1982	NC_003888.3	2120213	2120395	-	183	399
SCO1983	NC_003888.3	2120551	2121240	-	690	44
SCO1984	NC_003888.3	2121378	2122775	-	1398	107
SCO1985	NC_003888.3	2122775	2124631	-	1857	663
SCO1986	NC_003888.3	2124799	2125581	-	783	155
SCO1987	NC_003888.3	2125668	2126168	+	501	122
SCO1988	NC_003888.3	2126165	2126716	+	552	232
SCO1989	NC_003888.3	2126802	2127773	-	972	576
SCO1990	NC_003888.3	2127828	2128541	-	714	66
SCO1991	NC_003888.3	2128658	2129218	+	561	399
SCO1992	NC_003888.3	2129270	2129776	-	507	246
SCO1993	NC_003888.3	2129838	2130524	-	687	350
SCO1994	NC_003888.3	2130596	2130952	+	357	93
SCO1995	NC_003888.3	2130961	2131341	-	381	144
SCO1996	NC_003888.3	2131391	2131993	-	603	405
SCO1997	NC_003888.3	2132026	2132964	-	939	521
SCO1998	NC_003888.3	2133121	2134629	-	1509	27495
SCO1999	NC_003888.3	2135154	2135816	+	663	223
SCO2000	NC_003888.3	2135883	2138879	+	2997	405
SCO2001	NC_003888.3	2138930	2140723	-	1794	1553
SCO2002	NC_003888.3	2141042	2141398	-	357	241
SCO2003	NC_003888.3	2141659	2144382	-	2724	2390
SCO2004	NC_003888.3	2144639	2146918	+	2280	697
SCO2005	NC_003888.3	2146962	2147501	+	540	248
SCO2006	NC_003888.3	2147859	2148404	+	546	92
SCO2007	NC_003888.3	2148401	2148997	+	597	48
SCO2008	NC_003888.3	2149264	2150520	+	1257	2459
SCO2009	NC_003888.3	2150635	2151567	+	933	173
SCO2010	NC_003888.3	2151573	2153399	+	1827	178
SCO2011	NC_003888.3	2153405	2154334	+	930	115
SCO2012	NC_003888.3	2154331	2155047	+	717	122
SCO2013	NC_003888.3	2155123	2155779	-	657	943
SCOt09	NC_003888.3	2155886	2155958	+	73	36
SCO2014	NC_003888.3	2156337	2157773	-	1437	1788
SCO2015	NC_003888.3	2157990	2159798	+	1809	119
SCO2016	NC_003888.3	2159817	2161229	-	1413	405
SCO2017	NC_003888.3	2161226	2162584	-	1359	211
SCO2018	NC_003888.3	2162746	2165253	-	2508	589
SCO2019	NC_003888.3	2165374	2165724	-	351	303
SCO2020	NC_003888.3	2165859	2166758	+	900	148
SCO2021	NC_003888.3	2166835	2167428	+	594	361
SCO2022	NC_003888.3	2167476	2168234	-	759	197
SCO2023	NC_003888.3	2168433	2169291	+	859	28
SCO2024	NC_003888.3	2169305	2170222	+	918	96
SCO2025	NC_003888.3	2170384	2171847	-	1464	5055
SCO2026	NC_003888.3	2171840	2176384	-	4545	9985
SCO2027	NC_003888.3	2176826	2177557	-	732	198
SCO2028	NC_003888.3	2177792	2179321	+	1530	1846
SCO2029	NC_003888.3	2179318	2180595	+	1278	438
SCO2030	NC_003888.3	2180592	2181770	+	1179	467
SCO2031	NC_003888.3	2181758	2183161	+	1404	299
SCO2032	NC_003888.3	2183119	2184333	+	1215	447
SCO2033	NC_003888.3	2184330	2185154	+	825	363
SCO2034	NC_003888.3	2185228	2186259	-	1032	2275
SCO2035	NC_003888.3	2186336	2187163	-	828	1646
SCO2036	NC_003888.3	2187211	2188026	-	816	675
SCO2037	NC_003888.3	2188023	2189306	-	1284	1282
SCO2038	NC_003888.3	2189421	2189612	-	192	479
SCO2039	NC_003888.3	2189633	2190442	-	810	2008
SCO2040	NC_003888.3	2190560	2191006	-	447	650
SCO2041	NC_003888.3	2191109	2191360	-	252	1518
SCO2042	NC_003888.3	2191505	2192140	-	636	507
SCO2043	NC_003888.3	2192224	2193732	-	1509	666
SCO2044	NC_003888.3	2193744	2194130	-	387	128
SCO2045	NC_003888.3	2194212	2194847	+	636	1439
SCO2046	NC_003888.3	2194858	2196012	-	1155	843
SCO2047	NC_003888.3	2196122	2196709	-	588	182
SCO2048	NC_003888.3	2196793	2197548	-	756	831
SCO2049	NC_003888.3	2197545	2197949	-	405	540
SCO2050	NC_003888.3	2197966	2198688	-	723	1022
SCO2051	NC_003888.3	2198706	2199374	-	669	674
SCO2052	NC_003888.3	2199539	2200132	-	594	819
SCO2053	NC_003888.3	2200129	2201238	-	1110	1100
SCO2054	NC_003888.3	2201235	2202560	-	1326	1698
SCO2055	NC_003888.3	2202760	2204337	+	1578	530
SCO2056	NC_003888.3	2204605	2205735	+	1131	151
SCO2057	NC_003888.3	2205747	2206487	+	741	331
SCO2058	NC_003888.3	2206501	2207010	+	510	176
SCO2059	NC_003888.3	2207142	2207858	-	717	348
SCO2060	NC_003888.3	2207893	2208813	-	921	232
SCO2061	NC_003888.3	2208825	2209799	-	975	430
SCO2062	NC_003888.3	2209967	2211178	-	1212	1190
SCO2063	NC_003888.3	2211403	2211570	+	168	5889
SCO2064	NC_003888.3	2211637	2215176	-	3540	3015
SCO2065	NC_003888.3	2215379	2216719	+	1341	388
SCO2066	NC_003888.3	2216806	2217516	+	711	437
SCO2067	NC_003888.3	2217614	2218414	+	801	405
SCO2068	NC_003888.3	2218545	2220200	+	1656	595
SCO2069	NC_003888.3	2220185	2220775	-	591	346
SCO2070	NC_003888.3	2220881	2222029	+	1149	339
SCO2071	NC_003888.3	2222051	2223637	-	1587	406
SCO2072	NC_003888.3	2223726	2224208	-	483	169
SCO2073	NC_003888.3	2224211	2225155	-	945	1015
SCO2074	NC_003888.3	2225281	2225895	-	615	1388
SCO2075	NC_003888.3	2225964	2226683	-	720	3001
SCO2076	NC_003888.3	2227237	2230380	+	3144	1340
SCO2077	NC_003888.3	2230582	2231778	-	1197	12051
SCO2078	NC_003888.3	2231834	2232118	-	285	2994
SCO2079	NC_003888.3	2232200	2232841	-	642	5540
SCO2080	NC_003888.3	2232970	2233689	-	720	618
SCO2081	NC_003888.3	2233696	2234424	-	729	999
SCO2082	NC_003888.3	2234421	2235620	-	1200	10137
SCO2083	NC_003888.3	2235909	2236703	-	795	493
SCO2084	NC_003888.3	2236729	2237823	-	1095	1580
SCO2085	NC_003888.3	2237830	2239200	-	1371	1020
SCO2086	NC_003888.3	2239278	2240693	-	1416	1128
SCO2087	NC_003888.3	2240702	2241793	-	1092	1077
SCO2088	NC_003888.3	2241793	2243208	-	1416	2549
SCO2089	NC_003888.3	2243269	2244789	-	1521	2236
SCO2090	NC_003888.3	2244997	2246961	-	1965	786
SCO2091	NC_003888.3	2246958	2247578	-	621	329
SCO2092	NC_003888.3	2247685	2248617	-	933	645
SCO2093	NC_003888.3	2249114	2249617	+	504	1992
SCO2094	NC_003888.3	2249934	2250947	+	1014	2254
SCO2095	NC_003888.3	2250944	2252308	+	1365	1043
SCO2096	NC_003888.3	2252305	2254698	+	2394	1323
SCO2097	NC_003888.3	2254850	2255257	-	408	4925
SCO2098	NC_003888.3	2255534	2256349	-	816	494
SCO2099	NC_003888.3	2256540	2257046	+	507	347
SCO2100	NC_003888.3	2257287	2257916	+	630	192
SCO2101	NC_003888.3	2258402	2259922	+	1521	580
SCO2102	NC_003888.3	2259944	2260936	-	993	1828
SCO2103	NC_003888.3	2260993	2261916	-	924	1702
SCO2104	NC_003888.3	2262055	2262726	-	672	315
SCO2105	NC_003888.3	2262881	2263246	-	366	683
SCO2106	NC_003888.3	2263288	2264511	-	1224	264
SCO2107	NC_003888.3	2264828	2266033	+	1206	605
SCO2108	NC_003888.3	2266030	2266230	+	201	87
SCO2109	NC_003888.3	2266233	2267027	+	795	339
SCO2110	NC_003888.3	2267186	2269189	+	2004	2400
SCO2111	NC_003888.3	2269374	2270258	+	885	174
SCO2112	NC_003888.3	2270305	2270952	-	648	482
SCO2113	NC_003888.3	2271144	2271647	+	504	2511
SCO2114	NC_003888.3	2271664	2271915	-	252	1301
SCO2115	NC_003888.3	2272073	2273425	-	1353	3284
SCO2116	NC_003888.3	2273596	2276427	+	2832	1026
SCO2117	NC_003888.3	2276703	2278607	+	1905	382
SCO2118	NC_003888.3	2278559	2279554	-	996	841
SCO2119	NC_003888.3	2279638	2280666	-	1029	199
SCO2120	NC_003888.3	2280718	2281365	-	648	249
SCO2121	NC_003888.3	2281433	2282674	-	1242	576
SCO2122	NC_003888.3	2282715	2283503	-	789	604
SCO2123	NC_003888.3	2283639	2284442	+	804	531
SCO2124	NC_003888.3	2284435	2285052	+	618	646
SCO2125	NC_003888.3	2285077	2285838	-	762	212
SCO2126	NC_003888.3	2285983	2286936	-	954	2004
SCO2127	NC_003888.3	2286991	2287566	-	576	892
SCO2128	NC_003888.3	2287637	2288911	-	1275	197
SCO2129	NC_003888.3	2289023	2289457	-	435	582
SCO2130	NC_003888.3	2289595	2290392	-	798	98
SCO2131	NC_003888.3	2290703	2292499	+	1797	420
SCO2132	NC_003888.3	2292487	2293725	-	1239	404
SCO2133	NC_003888.3	2293882	2295147	+	1266	1071
SCO2134	NC_003888.3	2295175	2296332	-	1158	808
SCO2135	NC_003888.3	2296454	2297470	-	1017	3211
SCO2136	NC_003888.3	2297707	2298750	-	1044	395
SCO2137	NC_003888.3	2298982	2300325	-	1344	616
SCO2138	NC_003888.3	2300388	2300627	-	240	312
SCO2139	NC_003888.3	2300785	2301555	+	771	133
SCO2140	NC_003888.3	2301552	2301833	+	282	451
SCO2141	NC_003888.3	2301983	2302306	+	324	239
SCO2142	NC_003888.3	2302365	2303729	+	1365	116
SCO2143	NC_003888.3	2303726	2304391	+	666	36
SCO2144	NC_003888.3	2304481	2305890	+	1410	30
SCO2145	NC_003888.3	2305901	2307199	+	1299	87
SCO2146	NC_003888.3	2307076	2308506	-	1431	677
SCO2147	NC_003888.3	2308851	2309915	-	1065	819
SCO2148	NC_003888.3	2310047	2311684	-	1638	9103
SCO2149	NC_003888.3	2311681	2312742	-	1062	7954
SCO2150	NC_003888.3	2312739	2313548	-	810	7867
SCO2151	NC_003888.3	2313623	2314243	-	621	4319
SCO2152	NC_003888.3	2314453	2314854	+	402	1946
SCO2153	NC_003888.3	2314942	2316216	-	1275	9112
SCO2154	NC_003888.3	2316363	2316761	-	399	1805
SCO2155	NC_003888.3	2316758	2318494	-	1737	10091
SCO2156	NC_003888.3	2318491	2319450	-	960	8296
SCO2157	NC_003888.3	2319777	2321159	+	1383	851
SCO2158	NC_003888.3	2321282	2322298	-	1017	1043
SCO2159	NC_003888.3	2322389	2322598	+	210	333
SCO2160	NC_003888.3	2322715	2324265	+	1551	1035
SCO2161	NC_003888.3	2324368	2324724	-	357	3022
SCO2162	NC_003888.3	2325064	2326248	+	1185	1730
SCO2164	NC_003888.3	2326327	2329452	-	3126	601
SCO2165	NC_003888.3	2329632	2330315	-	684	276
SCO2166	NC_003888.3	2330312	2331562	-	1251	670
SCO2167	NC_003888.3	2331727	2332011	-	285	1235
SCO2168	NC_003888.3	2332033	2332812	-	780	3141
SCO2169	NC_003888.3	2332994	2333749	+	756	772
SCO2170	NC_003888.3	2333833	2334534	+	702	458
SCO2171	NC_003888.3	2334636	2335724	+	1089	1927
SCO2172	NC_003888.3	2335755	2336003	-	249	729
SCO2173	NC_003888.3	2336218	2337411	+	1194	620
SCO2174	NC_003888.3	2337400	2338170	-	771	472
SCO2175	NC_003888.3	2338274	2339347	+	1074	538
SCO2176	NC_003888.3	2339770	2340510	-	741	192
SCO2177	NC_003888.3	2340571	2341353	+	783	65
SCO2178	NC_003888.3	2341371	2342219	-	849	132
SCO2179	NC_003888.3	2342474	2344027	+	1554	2941
SCO2180	NC_003888.3	2344272	2345732	+	1461	9584
SCO2181	NC_003888.3	2345796	2347568	+	1773	9877
SCO2182	NC_003888.3	2347778	2348401	+	624	962
SCO2183	NC_003888.3	2348740	2351439	+	2700	5432
SCO2184	NC_003888.3	2351510	2352493	+	984	158
SCO2185	NC_003888.3	2352501	2352923	+	423	19
SCO2186	NC_003888.3	2352920	2353624	+	705	630
SCO2187	NC_003888.3	2353659	2354585	-	927	1077
SCO2188	NC_003888.3	2355010	2355858	+	849	98
SCO2189	NC_003888.3	2355882	2356391	-	510	75
SCO2190	NC_003888.3	2356470	2357579	+	1110	415
SCO2191	NC_003888.3	2357793	2359196	+	1404	911
SCO2192	NC_003888.3	2359257	2360720	-	1464	1633
SCO2193	NC_003888.3	2360955	2361752	+	798	1023
SCO2194	NC_003888.3	2361907	2362860	+	954	1400
SCO2195	NC_003888.3	2363105	2363320	+	216	2304
SCO2196	NC_003888.3	2363402	2364106	+	705	3662
SCO2197	NC_003888.3	2364217	2364684	-	468	311
SCO2198	NC_003888.3	2364905	2366314	+	1410	13902
SCO2199	NC_003888.3	2366476	2366745	+	270	85
SCO2200	NC_003888.3	2366795	2367634	-	840	107
SCO2201	NC_003888.3	2367728	2368099	+	372	126
SCO2202	NC_003888.3	2368178	2369092	+	915	267
SCO2203	NC_003888.3	2369102	2369680	+	579	58
SCO2204	NC_003888.3	2369767	2370954	+	1188	613
SCO2205	NC_003888.3	2371009	2371323	-	315	739
SCO2206	NC_003888.3	2371456	2371857	+	402	268
SCO2207	NC_003888.3	2371976	2372671	+	696	1661
SCO2208	NC_003888.3	2372674	2373546	-	873	888
SCO2209	NC_003888.3	2373658	2374182	+	525	112
SCO2210	NC_003888.3	2374319	2375350	+	1032	22226
SCO2211	NC_003888.3	2375406	2376335	+	930	10758
SCO2212	NC_003888.3	2376423	2376545	+	123	279
SCO2213	NC_003888.3	2376676	2377257	+	582	315
SCO2214	NC_003888.3	2377262	2378362	+	1101	144
SCO2215	NC_003888.3	2378415	2379692	+	1278	83
SCO2216	NC_003888.3	2379677	2380330	+	654	160
SCO2217	NC_003888.3	2380490	2381995	+	1506	3737
SCO2218	NC_003888.3	2382072	2382518	-	447	265
SCO2219	NC_003888.3	2382545	2383162	+	618	355
SCO2220	NC_003888.3	2383230	2385161	+	1932	2826
SCO2221	NC_003888.3	2385265	2386155	+	891	124
SCO2222	NC_003888.3	2386152	2387246	+	1095	36
SCO2223	NC_003888.3	2387313	2388005	+	693	89
SCO2224	NC_003888.3	2388002	2388466	+	465	176
SCO2225	NC_003888.3	2388485	2388844	-	360	366
SCO2226	NC_003888.3	2388900	2394296	-	5397	146
SCO2227	NC_003888.3	2394422	2394982	-	561	36
SCO2228	NC_003888.3	2395074	2396807	-	1734	202
SCO2229	NC_003888.3	2396944	2397855	-	912	85
SCO2230	NC_003888.3	2397869	2398873	-	1005	116
SCO2231	NC_003888.3	2398988	2400259	-	1272	475
SCO2232	NC_003888.3	2400651	2401685	+	1035	668
SCO2233	NC_003888.3	2401780	2402643	+	864	715
SCO2234	NC_003888.3	2402769	2405768	-	3000	2176
SCO2235	NC_003888.3	2405942	2406205	+	264	1385
SCO2236	NC_003888.3	2406202	2406456	+	255	1651
SCO2237	NC_003888.3	2406519	2406965	+	447	1773
SCO2238	NC_003888.3	2406988	2408829	-	1842	3778
SCO2239	NC_003888.3	2408840	2409466	-	627	165
SCO2240	NC_003888.3	2409463	2410131	-	669	404
SCO2241	NC_003888.3	2410423	2411784	+	1362	1665
SCO2242	NC_003888.3	2411818	2412264	-	447	221
SCO2243	NC_003888.3	2412355	2412933	+	579	260
SCO2244	NC_003888.3	2412958	2415018	-	2061	368
SCO2245	NC_003888.3	2415027	2415236	-	210	90
SCO2246	NC_003888.3	2415308	2416084	-	777	203
SCO2247	NC_003888.3	2416129	2416314	-	186	2
SCO2248	NC_003888.3	2416596	2417093	+	498	240
SCO2249	NC_003888.3	2417492	2417722	+	231	136
SCO2250	NC_003888.3	2417879	2418706	+	828	353
SCO2251	NC_003888.3	2418753	2419427	+	675	347
SCO2252	NC_003888.3	2419411	2419632	-	222	93
SCO2253	NC_003888.3	2419629	2420483	-	855	377
SCO2254	NC_003888.3	2420563	2421804	-	1242	53
SCO2255	NC_003888.3	2421926	2422978	-	1053	708
SCO2256	NC_003888.3	2423298	2424173	+	876	468
SCO2257	NC_003888.3	2424293	2425390	+	1098	775
SCO2258	NC_003888.3	2425387	2426211	+	825	513
SCO2259	NC_003888.3	2426233	2430237	-	4005	1082
SCO2260	NC_003888.3	2430388	2431185	+	798	187
SCO2261	NC_003888.3	2431192	2431449	-	258	92
SCO2262	NC_003888.3	2431446	2432165	-	720	475
SCO2263	NC_003888.3	2432297	2432911	+	615	314
SCO2264	NC_003888.3	2433311	2434606	+	1296	278
SCO2265	NC_003888.3	2434607	2434885	-	279	256
SCO2266	NC_003888.3	2434908	2435765	+	858	567
SCO2267	NC_003888.3	2435930	2436577	+	648	1263
SCO2268	NC_003888.3	2436593	2437237	-	645	487
SCO2269	NC_003888.3	2437246	2438073	-	828	239
SCO2270	NC_003888.3	2438127	2439746	-	1620	804
SCO2271	NC_003888.3	2439787	2441220	-	1434	423
SCO2272	NC_003888.3	2441324	2442376	+	1053	379
SCO2273	NC_003888.3	2442373	2443464	+	1092	117
SCO2274	NC_003888.3	2443461	2444303	+	843	155
SCO2275	NC_003888.3	2444536	2445690	+	1155	1126
SCO2276	NC_003888.3	2445705	2446967	+	1263	685
SCO2277	NC_003888.3	2446970	2447842	+	873	477
SCO2278	NC_003888.3	2447904	2448791	+	888	775
SCO2279	NC_003888.3	2448807	2449538	-	732	838
SCO2280	NC_003888.3	2449644	2450291	-	648	177
SCO2281	NC_003888.3	2450354	2451040	-	687	119
SCO2282	NC_003888.3	2451048	2452028	-	981	189
SCO2283	NC_003888.3	2452574	2453629	-	1056	126
SCO2284	NC_003888.3	2453707	2454993	-	1287	434
SCO2285	NC_003888.3	2455103	2456158	+	1056	165
SCO2286	NC_003888.3	2456145	2457821	-	1677	46
SCO2287	NC_003888.3	2457954	2458745	+	792	566
SCO2288	NC_003888.3	2459004	2459330	-	327	1746
SCO2289	NC_003888.3	2459484	2460026	+	543	587
SCO2290	NC_003888.3	2460057	2460398	+	342	223
SCO2291	NC_003888.3	2460463	2461470	-	1008	107
SCO2292	NC_003888.3	2461505	2462512	-	1008	60
SCOs01	NC_003888.3	2462887	2463312	-	426	57979
SCO2293	NC_003888.3	2463222	2464202	-	981	9
SCO2294	NC_003888.3	2464222	2465058	-	837	16
SCO2295	NC_003888.3	2465169	2465930	+	762	52
SCO2296	NC_003888.3	2465927	2466541	+	615	30
SCO2297	NC_003888.3	2466581	2467363	+	783	178
SCO2298	NC_003888.3	2467437	2468096	+	660	184
SCO2299	NC_003888.3	2468071	2469564	-	1494	778
SCO2300	NC_003888.3	2469576	2470166	-	591	782
SCO2301	NC_003888.3	2470316	2471173	-	858	696
SCO2302	NC_003888.3	2471382	2472650	+	1269	1192
SCO2303	NC_003888.3	2472748	2472915	+	168	592
SCO2304	NC_003888.3	2473023	2474024	-	1002	177
SCO2305	NC_003888.3	2474063	2474989	+	927	70
SCO2306	NC_003888.3	2474986	2475702	+	717	25
SCO2307	NC_003888.3	2475740	2476969	+	1230	137
SCO2308	NC_003888.3	2477055	2477687	+	633	181
SCO2309	NC_003888.3	2478172	2479641	-	1470	328
SCO2310	NC_003888.3	2479917	2481674	+	1758	50
SCO2311	NC_003888.3	2481918	2483546	+	1629	2451
SCO2312	NC_003888.3	2483562	2484278	+	717	497
SCO2313	NC_003888.3	2484289	2485299	+	1011	482
SCO2314	NC_003888.3	2485458	2486327	+	870	1442
SCO2315	NC_003888.3	2486429	2486722	+	294	47
SCO2316	NC_003888.3	2486736	2487833	-	1098	251
SCO2317	NC_003888.3	2487830	2488564	-	735	211
SCO2318	NC_003888.3	2488558	2490054	-	1497	369
SCO2319	NC_003888.3	2490169	2490921	+	753	145
SCO2320	NC_003888.3	2490934	2491818	-	885	232
SCO2321	NC_003888.3	2491926	2493185	+	1260	952
SCO2322	NC_003888.3	2493182	2493844	+	663	304
SCO2323	NC_003888.3	2493924	2495063	+	1140	108
SCO2324	NC_003888.3	2495060	2496751	+	1692	147
SCO2325	NC_003888.3	2496748	2497599	+	852	58
SCO2326	NC_003888.3	2497804	2498268	+	465	52
SCO2327	NC_003888.3	2498289	2498675	-	387	12
SCO2328	NC_003888.3	2498914	2499570	+	657	113
SCO2329	NC_003888.3	2499573	2500535	-	963	74
SCO2330	NC_003888.3	2500697	2501287	+	591	193
SCO2331	NC_003888.3	2501284	2501697	-	414	124
SCO2332	NC_003888.3	2501757	2502536	+	780	58
SCO2333	NC_003888.3	2502545	2502709	+	165	11
SCO2334	NC_003888.3	2502808	2504463	+	1656	71
SCO2335	NC_003888.3	2504417	2506702	-	2286	830
SCO2336	NC_003888.3	2506906	2508294	+	1389	22
SCO2337	NC_003888.3	2508324	2508884	+	561	320
SCO2338	NC_003888.3	2508881	2509552	+	672	724
SCO2339	NC_003888.3	2509609	2510091	-	483	450
SCO2340	NC_003888.3	2510090	2510497	+	408	556
SCO2341	NC_003888.3	2510508	2511071	-	564	314
SCO2342	NC_003888.3	2511076	2511747	-	672	93
SCO2343	NC_003888.3	2511913	2512446	+	534	149
SCO2344	NC_003888.3	2512483	2514552	-	2070	688
SCO2345	NC_003888.3	2514601	2515959	+	1359	488
SCO2346	NC_003888.3	2515998	2516663	-	666	77
SCO2347	NC_003888.3	2516812	2517393	-	582	61
SCO2348	NC_003888.3	2517893	2518537	+	645	3
SCO2349	NC_003888.3	2518626	2520308	+	1683	574
SCO2350	NC_003888.3	2520564	2521025	+	462	139
SCO2351	NC_003888.3	2521200	2521838	+	639	499
SCO2352	NC_003888.3	2521928	2522161	-	234	233
SCO2353	NC_003888.3	2522166	2522807	-	642	375
SCO2354	NC_003888.3	2522814	2523149	+	336	55
SCOt10	NC_003888.3	2523200	2523274	-	75	5
SCO2355	NC_003888.3	2523500	2524270	+	771	25
SCO2356	NC_003888.3	2524342	2525745	+	1404	540
SCO2357	NC_003888.3	2525802	2526020	+	219	408
SCO2358	NC_003888.3	2526064	2526702	-	639	413
SCO2359	NC_003888.3	2526699	2527817	-	1119	659
SCO2360	NC_003888.3	2527923	2528804	+	882	140
SCO2361	NC_003888.3	2528722	2529534	-	813	119
SCO2362	NC_003888.3	2529534	2532053	-	2520	259
SCO2363	NC_003888.3	2532132	2533298	-	1167	243
SCO2364	NC_003888.3	2533506	2534501	+	996	801
SCO2365	NC_003888.3	2534532	2535269	-	738	471
SCO2366	NC_003888.3	2535421	2536563	-	1143	1949
SCO2367	NC_003888.3	2536613	2537188	-	576	1159
SCO2368	NC_003888.3	2537340	2537915	-	576	4290
SCO2369	NC_003888.3	2538097	2538555	-	459	1645
SCO2370	NC_003888.3	2538717	2539196	-	480	6382
SCO2371	NC_003888.3	2539576	2542332	+	2757	6203
SCO2372	NC_003888.3	2542460	2542768	-	309	443
SCO2373	NC_003888.3	2543007	2544617	-	1611	618
SCO2374	NC_003888.3	2544733	2545416	+	684	110
SCO2375	NC_003888.3	2545471	2546691	+	1221	587
SCO2376	NC_003888.3	2546758	2547645	+	888	253
SCO2377	NC_003888.3	2547771	2548787	-	1017	211
SCO2378	NC_003888.3	2548784	2549374	-	591	114
SCO2379	NC_003888.3	2549404	2549871	+	468	127
SCO2380	NC_003888.3	2549891	2550712	+	822	291
SCO2381	NC_003888.3	2550901	2551737	+	837	570
SCO2382	NC_003888.3	2551706	2551903	+	198	371
SCO2383	NC_003888.3	2552256	2556893	+	4638	286
