# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/C24_1.txt" "align/C24_1.bam" 
Geneid	Chr	Start	End	Strand	Length	align/C24_1.bam
SCO1663	NC_003888.3	1783107	1784336	-	1230	1105
SCO1664	NC_003888.3	1784440	1785237	-	798	445
SCO1665	NC_003888.3	1785234	1785824	-	591	872
SCO1666	NC_003888.3	1785910	1786596	-	687	424
SCO1667	NC_003888.3	1786649	1787653	+	1005	81
SCO1668	NC_003888.3	1787668	1788456	-	789	69
SCO1669	NC_003888.3	1788693	1789748	-	1056	238
SCO1670	NC_003888.3	1789862	1790848	+	987	474
SCO1671	NC_003888.3	1790845	1793163	+	2319	1781
SCO1672	NC_003888.3	1793226	1794029	-	804	2480
SCO1673	NC_003888.3	1794077	1794265	+	189	594
SCO1674	NC_003888.3	1794330	1795109	-	780	15057
SCO1675	NC_003888.3	1795289	1795522	-	234	29725
SCO1676	NC_003888.3	1795655	1796992	-	1338	679
SCOt08	NC_003888.3	1797166	1797253	+	88	0
SCO1677	NC_003888.3	1797321	1797695	+	375	164
SCO1678	NC_003888.3	1797723	1798424	-	702	291
SCO1679	NC_003888.3	1798561	1799088	+	528	45
SCO1680	NC_003888.3	1799183	1800580	+	1398	86
SCO1681	NC_003888.3	1800620	1801381	+	762	39
SCO1682	NC_003888.3	1801378	1802454	+	1077	48
SCO1683	NC_003888.3	1802529	1804067	-	1539	70
SCO1684	NC_003888.3	1804126	1805142	-	1017	53
SCO1685	NC_003888.3	1805384	1806277	+	894	92
SCO1686	NC_003888.3	1806297	1806842	+	546	41
SCO1687	NC_003888.3	1807505	1807897	+	393	31
SCO1688	NC_003888.3	1807900	1808241	+	342	22
SCO1689	NC_003888.3	1808375	1809400	+	1026	87
SCO1690	NC_003888.3	1809406	1810620	+	1215	202
SCO1691	NC_003888.3	1810631	1811386	-	756	376
SCO1692	NC_003888.3	1811383	1812153	-	771	48
SCO1693	NC_003888.3	1812259	1813536	-	1278	94
SCO1694	NC_003888.3	1813616	1816297	-	2682	116
SCO1695	NC_003888.3	1816646	1817248	+	603	411
SCO1696	NC_003888.3	1817349	1818083	+	735	408
SCO1697	NC_003888.3	1818351	1818878	-	528	208
SCO1698	NC_003888.3	1819009	1819470	+	462	237
SCO1699	NC_003888.3	1819461	1820108	-	648	1303
SCO1700	NC_003888.3	1820169	1820483	-	315	779
SCO1701	NC_003888.3	1820559	1821710	-	1152	25
SCO1702	NC_003888.3	1821800	1822441	+	642	103
SCO1703	NC_003888.3	1822505	1823218	+	714	100
SCO1704	NC_003888.3	1823292	1824266	+	975	239
SCO1705	NC_003888.3	1824517	1825614	-	1098	155
SCO1706	NC_003888.3	1825638	1827026	-	1389	138
SCO1707	NC_003888.3	1827151	1828488	-	1338	142
SCO1708	NC_003888.3	1828712	1828912	-	201	36
SCO1709	NC_003888.3	1828915	1830306	-	1392	75
SCO1710	NC_003888.3	1830346	1831797	-	1452	18
SCO1711	NC_003888.3	1831921	1834164	-	2244	39
SCO1712	NC_003888.3	1834289	1834906	-	618	51
SCO1713	NC_003888.3	1834903	1835007	-	105	8
SCO1714	NC_003888.3	1835004	1835573	-	570	90
SCO1715	NC_003888.3	1835784	1837109	+	1326	87
SCO1716	NC_003888.3	1837136	1837885	+	750	59
SCO1717	NC_003888.3	1837893	1839068	+	1176	487
SCO1718	NC_003888.3	1839094	1839798	-	705	131
SCO1719	NC_003888.3	1839862	1840860	+	999	47
SCO1720	NC_003888.3	1840857	1841672	+	816	430
SCO1721	NC_003888.3	1841897	1842166	-	270	1715
SCO1722	NC_003888.3	1842282	1843034	-	753	548
SCO1723	NC_003888.3	1843031	1843588	-	558	521
SCO1724	NC_003888.3	1843788	1845440	+	1653	293
SCO1725	NC_003888.3	1845443	1846249	-	807	60
SCO1726	NC_003888.3	1846435	1847529	+	1095	1017
SCO1727	NC_003888.3	1847564	1848331	+	768	245
SCO1728	NC_003888.3	1848412	1848816	-	405	95
SCO1729	NC_003888.3	1848849	1849775	+	927	604
SCO1730	NC_003888.3	1849756	1850256	+	501	208
SCO1731	NC_003888.3	1850270	1850887	-	618	283
SCO1732	NC_003888.3	1851039	1851173	+	135	68
SCO1733	NC_003888.3	1851199	1851669	-	471	153
SCO1734	NC_003888.3	1851848	1852918	+	1071	149
SCO1735	NC_003888.3	1853026	1853898	-	873	16
SCO1736	NC_003888.3	1854078	1854524	-	447	20
SCO1737	NC_003888.3	1854635	1855009	+	375	21
SCO1738	NC_003888.3	1855022	1855990	-	969	27
SCO1739	NC_003888.3	1855987	1859544	-	3558	46
SCO1740	NC_003888.3	1859718	1860782	+	1065	6
SCO1741	NC_003888.3	1860897	1861979	-	1083	21
SCO1742	NC_003888.3	1862249	1863169	+	921	90
SCO1743	NC_003888.3	1863166	1863885	+	720	56
SCO1744	NC_003888.3	1863882	1865048	+	1167	136
SCO1745	NC_003888.3	1865045	1865710	+	666	82
SCO1746	NC_003888.3	1865777	1866679	-	903	355
SCO1747	NC_003888.3	1866887	1867738	-	852	323
SCO1748	NC_003888.3	1867793	1868989	-	1197	433
SCO1749	NC_003888.3	1869279	1869719	+	441	487
SCO1750	NC_003888.3	1869768	1870961	-	1194	208
SCO1751	NC_003888.3	1871317	1872921	-	1605	427
SCO1752	NC_003888.3	1873183	1874373	+	1191	345
SCO1753	NC_003888.3	1874625	1875647	+	1023	1145
SCO1754	NC_003888.3	1875760	1875975	-	216	180
SCO1755	NC_003888.3	1876319	1877167	-	849	428
SCO1756	NC_003888.3	1877577	1878374	+	798	3396
SCO1757	NC_003888.3	1878448	1878741	+	294	915
SCO1758	NC_003888.3	1878820	1880298	-	1479	2116
SCO1759	NC_003888.3	1880373	1881035	-	663	563
SCO1760	NC_003888.3	1881032	1881727	-	696	1233
SCO1761	NC_003888.3	1882015	1883100	-	1086	423
SCO1762	NC_003888.3	1883097	1883459	-	363	256
SCO1763	NC_003888.3	1883621	1884016	+	396	26
SCO1764	NC_003888.3	1884039	1884800	+	762	364
SCO1765	NC_003888.3	1884726	1885478	-	753	1183
SCO1766	NC_003888.3	1885483	1886502	-	1020	2787
SCO1767	NC_003888.3	1886499	1887218	-	720	2308
SCO1768	NC_003888.3	1887312	1888427	-	1116	1291
SCO1769	NC_003888.3	1888427	1889098	-	672	263
SCO1770	NC_003888.3	1889095	1889889	-	795	194
SCO1771	NC_003888.3	1890421	1890978	-	558	1868
SCO1772	NC_003888.3	1890975	1891997	-	1023	5521
SCO1773	NC_003888.3	1892493	1893608	-	1116	143
SCO1774	NC_003888.3	1893751	1895799	-	2049	527
SCO1775	NC_003888.3	1895948	1896583	-	636	814
SCO1776	NC_003888.3	1896671	1898320	-	1650	1037
SCO1777	NC_003888.3	1898870	1900708	+	1839	3326
SCO1778	NC_003888.3	1901295	1902941	+	1647	375
SCO1779	NC_003888.3	1902964	1904169	-	1206	614
SCO1780	NC_003888.3	1904440	1906158	-	1719	2924
SCO1781	NC_003888.3	1906323	1907228	-	906	1575
SCO1782	NC_003888.3	1907225	1908040	-	816	889
SCO1783	NC_003888.3	1908048	1908395	-	348	244
SCO1784	NC_003888.3	1908438	1908785	+	348	169
SCO1785	NC_003888.3	1908769	1909674	-	906	277
SCO1786	NC_003888.3	1909671	1910798	-	1128	263
SCO1787	NC_003888.3	1910795	1911841	-	1047	591
SCO1788	NC_003888.3	1911986	1913017	-	1032	322
SCO1789	NC_003888.3	1913090	1914382	+	1293	199
SCO1790	NC_003888.3	1914468	1915100	-	633	389
SCO1791	NC_003888.3	1915097	1916356	-	1260	1221
SCOr04	NC_003888.3	1916451	1916571	-	121	1
SCOr05	NC_003888.3	1916673	1919795	-	3123	88890
SCOr06	NC_003888.3	1920072	1921599	-	1528	38179
SCO1792	NC_003888.3	1922128	1922769	-	642	93
SCO1793	NC_003888.3	1922916	1923698	+	783	1004
SCO1794	NC_003888.3	1923750	1924289	+	540	1093
SCO1795	NC_003888.3	1924446	1924952	+	507	1915
SCO1796	NC_003888.3	1925094	1926053	-	960	5158
SCO1797	NC_003888.3	1926231	1926662	-	432	926
SCO1798	NC_003888.3	1926717	1927514	-	798	1103
SCO1799	NC_003888.3	1927668	1928447	+	780	1091
SCO1800	NC_003888.3	1928593	1928841	-	249	22190
SCO1801	NC_003888.3	1929011	1929643	-	633	117
SCO1802	NC_003888.3	1929645	1930823	-	1179	212
SCO1803	NC_003888.3	1931041	1931736	+	696	13
SCO1804	NC_003888.3	1931736	1932812	+	1077	7
SCO1805	NC_003888.3	1933166	1933900	+	735	11
SCO1806	NC_003888.3	1934027	1936657	-	2631	2693
SCO1807	NC_003888.3	1936844	1938898	+	2055	119
SCO1808	NC_003888.3	1939010	1940242	+	1233	998
SCO1809	NC_003888.3	1940314	1940832	-	519	955
SCO1810	NC_003888.3	1940925	1941131	-	207	174
SCO1811	NC_003888.3	1941315	1941431	-	117	78
SCO1812	NC_003888.3	1941516	1942781	-	1266	139
SCO1813	NC_003888.3	1942957	1943649	+	693	154
SCO1814	NC_003888.3	1943738	1944505	-	768	686
SCO1815	NC_003888.3	1944511	1945215	-	705	827
SCO1816	NC_003888.3	1945493	1947016	+	1524	1213
SCO1817	NC_003888.3	1947013	1948407	+	1395	951
SCO1818	NC_003888.3	1948453	1949721	+	1269	1948
SCO1819	NC_003888.3	1949812	1950093	-	282	167
SCO1820	NC_003888.3	1950275	1950754	+	480	111
SCO1821	NC_003888.3	1951220	1952245	-	1026	654
SCO1822	NC_003888.3	1952378	1954012	-	1635	723
SCO1823	NC_003888.3	1954009	1954383	-	375	183
SCO1824	NC_003888.3	1954737	1956275	+	1539	611
SCO1825	NC_003888.3	1956291	1956929	+	639	118
SCO1826	NC_003888.3	1956980	1957987	+	1008	203
SCO1827	NC_003888.3	1958139	1959125	+	987	785
SCO1828	NC_003888.3	1959189	1959422	+	234	124
SCO1829	NC_003888.3	1959486	1960358	+	873	443
SCO1830	NC_003888.3	1960424	1962211	+	1788	84
SCO1831	NC_003888.3	1962217	1962972	+	756	338
SCO1832	NC_003888.3	1963007	1963594	-	588	390
SCO1833	NC_003888.3	1963591	1964112	-	522	281
SCO1834	NC_003888.3	1964268	1964651	-	384	220
SCO1835	NC_003888.3	1964648	1964833	-	186	124
SCO1836	NC_003888.3	1964896	1965378	-	483	308
SCO1837	NC_003888.3	1965466	1966254	+	789	280
SCO1838	NC_003888.3	1966275	1967078	-	804	2692
SCO1839	NC_003888.3	1967236	1967457	-	222	1948
SCO1840	NC_003888.3	1967794	1969392	-	1599	1102
SCO1841	NC_003888.3	1969468	1970052	+	585	347
SCO1842	NC_003888.3	1970085	1971428	-	1344	1469
SCO1843	NC_003888.3	1971753	1972880	-	1128	78
SCO1844	NC_003888.3	1972995	1973717	-	723	183
SCO1845	NC_003888.3	1973943	1975214	+	1272	946
SCO1846	NC_003888.3	1975249	1975470	+	222	75
SCO1847	NC_003888.3	1975869	1976852	+	984	581
SCO1848	NC_003888.3	1976849	1978357	+	1509	761
SCO1849	NC_003888.3	1978354	1982007	+	3654	2522
SCO1850	NC_003888.3	1982004	1984022	+	2019	1362
SCO1851	NC_003888.3	1984022	1984621	+	600	365
SCO1852	NC_003888.3	1984618	1986078	+	1461	624
SCO1853	NC_003888.3	1986075	1986806	+	732	422
SCO1854	NC_003888.3	1986827	1987555	-	729	459
SCO1855	NC_003888.3	1987618	1988463	+	846	517
SCO1856	NC_003888.3	1988469	1989701	+	1233	675
SCO1857	NC_003888.3	1989779	1991530	+	1752	1245
SCO1858	NC_003888.3	1991527	1992444	+	918	789
SCO1859	NC_003888.3	1992485	1993504	+	1020	5695
SCO1860	NC_003888.3	1994050	1995057	-	1008	23720
SCO1861	NC_003888.3	1995204	1996295	-	1092	242
SCO1862	NC_003888.3	1996351	1996833	-	483	98
SCO1863	NC_003888.3	1996945	1998165	-	1221	1043
SCO1864	NC_003888.3	1998468	1998980	+	513	50
SCO1865	NC_003888.3	1999110	2000381	+	1272	88
SCO1866	NC_003888.3	2000500	2000898	+	399	52
SCO1867	NC_003888.3	2000962	2001804	+	843	127
SCO1868	NC_003888.3	2001886	2002980	-	1095	754
SCO1869	NC_003888.3	2003040	2003753	-	714	311
SCO1870	NC_003888.3	2003846	2004454	-	609	402
SCO1871	NC_003888.3	2004598	2006127	-	1530	1001
SCO1872	NC_003888.3	2006250	2007023	+	774	274
SCO1873	NC_003888.3	2007027	2007497	+	471	567
SCO1874	NC_003888.3	2007606	2007818	+	213	151
SCO1875	NC_003888.3	2007938	2009392	+	1455	402
SCO1876	NC_003888.3	2009469	2010041	+	573	38
SCO1877	NC_003888.3	2010038	2010712	+	675	23
SCO1878	NC_003888.3	2010725	2011522	-	798	15
SCO1879	NC_003888.3	2011647	2012792	-	1146	8
SCO1880	NC_003888.3	2012859	2014193	-	1335	16
SCO1881	NC_003888.3	2014258	2015061	-	804	10
SCO1882	NC_003888.3	2015194	2016552	-	1359	55
SCO1883	NC_003888.3	2016628	2018172	-	1545	51
SCO1884	NC_003888.3	2018169	2019014	-	846	3
SCO1885	NC_003888.3	2019011	2020168	-	1158	13
SCO1886	NC_003888.3	2020165	2021061	-	897	18
SCO1887	NC_003888.3	2021058	2021993	-	936	19
SCO1888	NC_003888.3	2022115	2023845	-	1731	39
SCO1889	NC_003888.3	2023842	2024750	-	909	45
SCO1890	NC_003888.3	2024747	2025415	-	669	31
SCO1891	NC_003888.3	2025584	2026183	-	600	10
SCO1892	NC_003888.3	2026325	2027572	+	1248	69
SCO1893	NC_003888.3	2027561	2027953	-	393	193
SCO1894	NC_003888.3	2028038	2029210	-	1173	78
SCO1895	NC_003888.3	2029207	2030157	-	951	60
SCO1896	NC_003888.3	2030392	2031201	+	810	54
SCO1897	NC_003888.3	2031485	2032261	+	777	5127
SCO1898	NC_003888.3	2032364	2033734	+	1371	7471
SCO1899	NC_003888.3	2033731	2034675	+	945	3380
SCO1900	NC_003888.3	2034672	2035550	+	879	4155
SCO1901	NC_003888.3	2035547	2036536	+	990	6544
SCO1902	NC_003888.3	2036555	2036944	+	390	943
SCO1903	NC_003888.3	2037030	2038229	+	1200	2172
SCO1904	NC_003888.3	2038269	2038877	-	609	1054
SCO1905	NC_003888.3	2038879	2040480	-	1602	4799
SCO1906	NC_003888.3	2040979	2042451	-	1473	856
SCO1907	NC_003888.3	2042736	2044163	-	1428	4068
SCO1908	NC_003888.3	2044380	2046221	+	1842	525
SCO1909	NC_003888.3	2046252	2046959	-	708	487
SCO1910	NC_003888.3	2047117	2047614	-	498	42
SCO1911	NC_003888.3	2047611	2048108	-	498	62
SCO1912	NC_003888.3	2048176	2049129	+	954	362
SCO1913	NC_003888.3	2049114	2049380	-	267	346
SCO1914	NC_003888.3	2049519	2049689	+	171	49
SCO1915	NC_003888.3	2049745	2050473	+	729	263
SCO1916	NC_003888.3	2050524	2051513	-	990	1511
SCO1917	NC_003888.3	2051523	2052116	-	594	70
SCO1918	NC_003888.3	2052116	2052436	-	321	28
SCO1919	NC_003888.3	2052555	2052887	-	333	1164
SCO1920	NC_003888.3	2052884	2053354	-	471	1816
SCO1921	NC_003888.3	2053372	2054628	-	1257	4370
SCO1922	NC_003888.3	2054625	2055389	-	765	3363
SCO1923	NC_003888.3	2055397	2055714	-	318	1115
SCO1924	NC_003888.3	2055711	2056895	-	1185	3381
SCO1925	NC_003888.3	2056956	2058377	-	1422	5556
SCO1926	NC_003888.3	2058374	2059132	-	759	1691
SCO1927	NC_003888.3	2059304	2060092	+	789	252
SCO1928	NC_003888.3	2060169	2061092	+	924	808
SCO1929	NC_003888.3	2061089	2061898	+	810	391
SCO1930	NC_003888.3	2061905	2062975	+	1071	937
SCO1931	NC_003888.3	2062930	2063709	-	780	235
SCO1932	NC_003888.3	2063713	2064819	-	1107	276
SCO1933	NC_003888.3	2064934	2065368	-	435	164
SCO1934	NC_003888.3	2065389	2066411	-	1023	1137
SCO1935	NC_003888.3	2066713	2068800	+	2088	17972
SCO1936	NC_003888.3	2068835	2069953	+	1119	9652
SCO1937	NC_003888.3	2069957	2071480	+	1524	8088
SCO1938	NC_003888.3	2071477	2072532	+	1056	3913
SCO1939	NC_003888.3	2072529	2073314	+	786	3203
SCO1940	NC_003888.3	2073377	2074144	-	768	809
SCO1941	NC_003888.3	2074235	2075203	-	969	908
SCO1942	NC_003888.3	2075313	2076968	-	1656	1950
SCO1943	NC_003888.3	2077084	2077419	-	336	2213
SCO1944	NC_003888.3	2077633	2077941	-	309	758
SCO1945	NC_003888.3	2078015	2078791	-	777	4906
SCO1946	NC_003888.3	2078797	2080008	-	1212	5136
SCO1947	NC_003888.3	2080143	2081153	-	1011	11079
SCO1948	NC_003888.3	2081381	2084380	-	3000	461
SCO1949	NC_003888.3	2084468	2084563	-	96	4
SCO1950	NC_003888.3	2084575	2085561	-	987	2093
SCO1951	NC_003888.3	2085558	2086649	-	1092	1141
SCO1952	NC_003888.3	2086657	2087673	-	1017	965
SCO1953	NC_003888.3	2087670	2089856	-	2187	1613
SCO1954	NC_003888.3	2090209	2091159	+	951	223
SCO1955	NC_003888.3	2091177	2091602	-	426	101
SCO1956	NC_003888.3	2091825	2092931	+	1107	841
SCO1957	NC_003888.3	2092928	2093836	+	909	714
SCO1958	NC_003888.3	2094274	2097318	-	3045	2767
SCO1959	NC_003888.3	2097542	2098228	+	687	934
SCO1960	NC_003888.3	2098289	2098945	+	657	911
SCO1961	NC_003888.3	2099149	2099622	-	474	316
SCO1962	NC_003888.3	2099713	2100813	-	1101	82
SCO1963	NC_003888.3	2100946	2101947	-	1002	124
SCO1964	NC_003888.3	2102200	2104215	-	2016	1778
SCO1965	NC_003888.3	2104340	2104918	-	579	1934
SCO1966	NC_003888.3	2105061	2107199	-	2139	938
SCO1967	NC_003888.3	2107239	2108117	-	879	354
SCO1968	NC_003888.3	2108409	2109278	+	870	747
SCO1969	NC_003888.3	2109316	2109870	+	555	253
SCO1970	NC_003888.3	2109895	2110338	-	444	111
SCO1971	NC_003888.3	2110465	2111370	+	906	112
SCO1972	NC_003888.3	2111367	2112302	+	936	187
SCO1973	NC_003888.3	2112316	2113110	-	795	279
SCO1975	NC_003888.3	2114500	2115132	-	633	337
SCO1976	NC_003888.3	2115347	2115826	+	480	171
SCO1977	NC_003888.3	2115989	2117479	+	1491	403
SCO1978	NC_003888.3	2117630	2117905	-	276	51
SCO1979	NC_003888.3	2117906	2118766	-	861	292
SCO1980	NC_003888.3	2119050	2119763	+	714	307
SCO1981	NC_003888.3	2119760	2120194	+	435	324
SCO1982	NC_003888.3	2120213	2120395	-	183	367
SCO1983	NC_003888.3	2120551	2121240	-	690	28
SCO1984	NC_003888.3	2121378	2122775	-	1398	69
SCO1985	NC_003888.3	2122775	2124631	-	1857	236
SCO1986	NC_003888.3	2124799	2125581	-	783	446
SCO1987	NC_003888.3	2125668	2126168	+	501	440
SCO1988	NC_003888.3	2126165	2126716	+	552	644
SCO1989	NC_003888.3	2126802	2127773	-	972	982
SCO1990	NC_003888.3	2127828	2128541	-	714	45
SCO1991	NC_003888.3	2128658	2129218	+	561	798
SCO1992	NC_003888.3	2129270	2129776	-	507	681
SCO1993	NC_003888.3	2129838	2130524	-	687	954
SCO1994	NC_003888.3	2130596	2130952	+	357	50
SCO1995	NC_003888.3	2130961	2131341	-	381	108
SCO1996	NC_003888.3	2131391	2131993	-	603	474
SCO1997	NC_003888.3	2132026	2132964	-	939	553
SCO1998	NC_003888.3	2133121	2134629	-	1509	39180
SCO1999	NC_003888.3	2135154	2135816	+	663	250
SCO2000	NC_003888.3	2135883	2138879	+	2997	644
SCO2001	NC_003888.3	2138930	2140723	-	1794	2683
SCO2002	NC_003888.3	2141042	2141398	-	357	55
SCO2003	NC_003888.3	2141659	2144382	-	2724	3258
SCO2004	NC_003888.3	2144639	2146918	+	2280	723
SCO2005	NC_003888.3	2146962	2147501	+	540	338
SCO2006	NC_003888.3	2147859	2148404	+	546	117
SCO2007	NC_003888.3	2148401	2148997	+	597	38
SCO2008	NC_003888.3	2149264	2150520	+	1257	9376
SCO2009	NC_003888.3	2150635	2151567	+	933	811
SCO2010	NC_003888.3	2151573	2153399	+	1827	982
SCO2011	NC_003888.3	2153405	2154334	+	930	875
SCO2012	NC_003888.3	2154331	2155047	+	717	577
SCO2013	NC_003888.3	2155123	2155779	-	657	1104
SCOt09	NC_003888.3	2155886	2155958	+	73	16
SCO2014	NC_003888.3	2156337	2157773	-	1437	1267
SCO2015	NC_003888.3	2157990	2159798	+	1809	143
SCO2016	NC_003888.3	2159817	2161229	-	1413	723
SCO2017	NC_003888.3	2161226	2162584	-	1359	348
SCO2018	NC_003888.3	2162746	2165253	-	2508	939
SCO2019	NC_003888.3	2165374	2165724	-	351	387
SCO2020	NC_003888.3	2165859	2166758	+	900	128
SCO2021	NC_003888.3	2166835	2167428	+	594	658
SCO2022	NC_003888.3	2167476	2168234	-	759	350
SCO2023	NC_003888.3	2168433	2169291	+	859	59
SCO2024	NC_003888.3	2169305	2170222	+	918	108
SCO2025	NC_003888.3	2170384	2171847	-	1464	3210
SCO2026	NC_003888.3	2171840	2176384	-	4545	7192
SCO2027	NC_003888.3	2176826	2177557	-	732	96
SCO2028	NC_003888.3	2177792	2179321	+	1530	30
SCO2029	NC_003888.3	2179318	2180595	+	1278	14
SCO2030	NC_003888.3	2180592	2181770	+	1179	6
SCO2031	NC_003888.3	2181758	2183161	+	1404	21
SCO2032	NC_003888.3	2183119	2184333	+	1215	10
SCO2033	NC_003888.3	2184330	2185154	+	825	30
SCO2034	NC_003888.3	2185228	2186259	-	1032	3385
SCO2035	NC_003888.3	2186336	2187163	-	828	2270
SCO2036	NC_003888.3	2187211	2188026	-	816	903
SCO2037	NC_003888.3	2188023	2189306	-	1284	1573
SCO2038	NC_003888.3	2189421	2189612	-	192	506
SCO2039	NC_003888.3	2189633	2190442	-	810	1953
SCO2040	NC_003888.3	2190560	2191006	-	447	239
SCO2041	NC_003888.3	2191109	2191360	-	252	960
SCO2042	NC_003888.3	2191505	2192140	-	636	415
SCO2043	NC_003888.3	2192224	2193732	-	1509	902
SCO2044	NC_003888.3	2193744	2194130	-	387	132
SCO2045	NC_003888.3	2194212	2194847	+	636	712
SCO2046	NC_003888.3	2194858	2196012	-	1155	536
SCO2047	NC_003888.3	2196122	2196709	-	588	156
SCO2048	NC_003888.3	2196793	2197548	-	756	1062
SCO2049	NC_003888.3	2197545	2197949	-	405	752
SCO2050	NC_003888.3	2197966	2198688	-	723	1546
SCO2051	NC_003888.3	2198706	2199374	-	669	1194
SCO2052	NC_003888.3	2199539	2200132	-	594	949
SCO2053	NC_003888.3	2200129	2201238	-	1110	1488
SCO2054	NC_003888.3	2201235	2202560	-	1326	2165
SCO2055	NC_003888.3	2202760	2204337	+	1578	96
SCO2056	NC_003888.3	2204605	2205735	+	1131	68
SCO2057	NC_003888.3	2205747	2206487	+	741	587
SCO2058	NC_003888.3	2206501	2207010	+	510	327
SCO2059	NC_003888.3	2207142	2207858	-	717	506
SCO2060	NC_003888.3	2207893	2208813	-	921	487
SCO2061	NC_003888.3	2208825	2209799	-	975	607
SCO2062	NC_003888.3	2209967	2211178	-	1212	717
SCO2063	NC_003888.3	2211403	2211570	+	168	11
SCO2064	NC_003888.3	2211637	2215176	-	3540	2651
SCO2065	NC_003888.3	2215379	2216719	+	1341	1135
SCO2066	NC_003888.3	2216806	2217516	+	711	973
SCO2067	NC_003888.3	2217614	2218414	+	801	896
SCO2068	NC_003888.3	2218545	2220200	+	1656	1303
SCO2069	NC_003888.3	2220185	2220775	-	591	522
SCO2070	NC_003888.3	2220881	2222029	+	1149	126
SCO2071	NC_003888.3	2222051	2223637	-	1587	195
SCO2072	NC_003888.3	2223726	2224208	-	483	211
SCO2073	NC_003888.3	2224211	2225155	-	945	1199
SCO2074	NC_003888.3	2225281	2225895	-	615	858
SCO2075	NC_003888.3	2225964	2226683	-	720	332
SCO2076	NC_003888.3	2227237	2230380	+	3144	2673
SCO2077	NC_003888.3	2230582	2231778	-	1197	12862
SCO2078	NC_003888.3	2231834	2232118	-	285	3351
SCO2079	NC_003888.3	2232200	2232841	-	642	3992
SCO2080	NC_003888.3	2232970	2233689	-	720	536
SCO2081	NC_003888.3	2233696	2234424	-	729	712
SCO2082	NC_003888.3	2234421	2235620	-	1200	4529
SCO2083	NC_003888.3	2235909	2236703	-	795	670
SCO2084	NC_003888.3	2236729	2237823	-	1095	2327
SCO2085	NC_003888.3	2237830	2239200	-	1371	1407
SCO2086	NC_003888.3	2239278	2240693	-	1416	2138
SCO2087	NC_003888.3	2240702	2241793	-	1092	2027
SCO2088	NC_003888.3	2241793	2243208	-	1416	4492
SCO2089	NC_003888.3	2243269	2244789	-	1521	3682
SCO2090	NC_003888.3	2244997	2246961	-	1965	755
SCO2091	NC_003888.3	2246958	2247578	-	621	396
SCO2092	NC_003888.3	2247685	2248617	-	933	803
SCO2093	NC_003888.3	2249114	2249617	+	504	1416
SCO2094	NC_003888.3	2249934	2250947	+	1014	2533
SCO2095	NC_003888.3	2250944	2252308	+	1365	1360
SCO2096	NC_003888.3	2252305	2254698	+	2394	1587
SCO2097	NC_003888.3	2254850	2255257	-	408	3876
SCO2098	NC_003888.3	2255534	2256349	-	816	587
SCO2099	NC_003888.3	2256540	2257046	+	507	131
SCO2100	NC_003888.3	2257287	2257916	+	630	231
SCO2101	NC_003888.3	2258402	2259922	+	1521	740
SCO2102	NC_003888.3	2259944	2260936	-	993	2393
SCO2103	NC_003888.3	2260993	2261916	-	924	1637
SCO2104	NC_003888.3	2262055	2262726	-	672	363
SCO2105	NC_003888.3	2262881	2263246	-	366	541
SCO2106	NC_003888.3	2263288	2264511	-	1224	326
SCO2107	NC_003888.3	2264828	2266033	+	1206	682
SCO2108	NC_003888.3	2266030	2266230	+	201	64
SCO2109	NC_003888.3	2266233	2267027	+	795	344
SCO2110	NC_003888.3	2267186	2269189	+	2004	3032
SCO2111	NC_003888.3	2269374	2270258	+	885	234
SCO2112	NC_003888.3	2270305	2270952	-	648	386
SCO2113	NC_003888.3	2271144	2271647	+	504	400
SCO2114	NC_003888.3	2271664	2271915	-	252	342
SCO2115	NC_003888.3	2272073	2273425	-	1353	4421
SCO2116	NC_003888.3	2273596	2276427	+	2832	3644
SCO2117	NC_003888.3	2276703	2278607	+	1905	285
SCO2118	NC_003888.3	2278559	2279554	-	996	314
SCO2119	NC_003888.3	2279638	2280666	-	1029	177
SCO2120	NC_003888.3	2280718	2281365	-	648	337
SCO2121	NC_003888.3	2281433	2282674	-	1242	665
SCO2122	NC_003888.3	2282715	2283503	-	789	633
SCO2123	NC_003888.3	2283639	2284442	+	804	522
SCO2124	NC_003888.3	2284435	2285052	+	618	727
SCO2125	NC_003888.3	2285077	2285838	-	762	388
SCO2126	NC_003888.3	2285983	2286936	-	954	2249
SCO2127	NC_003888.3	2286991	2287566	-	576	951
SCO2128	NC_003888.3	2287637	2288911	-	1275	338
SCO2129	NC_003888.3	2289023	2289457	-	435	931
SCO2130	NC_003888.3	2289595	2290392	-	798	94
SCO2131	NC_003888.3	2290703	2292499	+	1797	350
SCO2132	NC_003888.3	2292487	2293725	-	1239	535
SCO2133	NC_003888.3	2293882	2295147	+	1266	134
SCO2134	NC_003888.3	2295175	2296332	-	1158	756
SCO2135	NC_003888.3	2296454	2297470	-	1017	3492
SCO2136	NC_003888.3	2297707	2298750	-	1044	806
SCO2137	NC_003888.3	2298982	2300325	-	1344	894
SCO2138	NC_003888.3	2300388	2300627	-	240	411
SCO2139	NC_003888.3	2300785	2301555	+	771	52
SCO2140	NC_003888.3	2301552	2301833	+	282	481
